Time,secs	AreaA,cm²	AreaA,A²	Unused    	Unused    	PiA,mN/m	Unused    	Unused    	Unused    	Unused    	Unused    
99.590000	41.937850	1.810517	1277.945883	1277.945883	0.494948	-62.375629	0.000000		85.742907	Inf
100.090000	41.937850	1.810517	1278.173762	1278.173762	0.308257	-62.379878	0.000000		85.751787	Inf
100.590000	42.066647	1.816078	1278.325681	1278.325681	0.247474	-62.384128	0.000000		85.787308	Inf
101.090000	42.195444	1.821638	1277.945883	1277.945883	0.243132	-62.396877	0.000000		85.813948	Inf
101.590000	42.367173	1.829052	1277.869924	1277.869924	0.204057	-62.388378	0.000000		85.849469	Inf
102.090000	42.453037	1.832759	1278.249721	1278.249721	0.186691	-62.375629	0.000000		85.876110	Inf
102.590000	42.495970	1.834612	1277.869924	1277.869924	0.151958	-62.435123	0.000000		85.911631	Inf
103.090000	42.667699	1.842026	1278.249721	1278.249721	0.590464	-62.371379	0.000000		85.929391	Inf
103.590000	42.753563	1.845733	1278.249721	1278.249721	0.863988	-62.384128	0.000000		85.973793	Inf
104.090000	42.839428	1.849440	1278.021843	1278.021843	0.564414	-62.379878	0.000000		85.982673	Inf
104.590000	42.839428	1.849440	1277.793964	1277.793964	0.590464	-62.396877	0.000000		86.027074	Inf
105.090000	43.097021	1.860560	1278.325681	1278.325681	1.111462	-62.375629	0.000000		86.062595	Inf
105.590000	43.139953	1.862414	1278.097802	1278.097802	1.554310	-62.375629	0.000000		86.089235	Inf
106.090000	43.311682	1.869828	1278.325681	1278.325681	0.963846	-62.430874	0.000000		86.115876	Inf
106.590000	43.354614	1.871681	1278.249721	1278.249721	1.450110	-62.375629	0.000000		86.142517	Inf
107.090000	43.354614	1.871681	1277.869924	1277.869924	1.801784	-62.430874	0.000000		86.186918	Inf
107.590000	43.483411	1.877241	1278.325681	1278.325681	1.554310	-62.379878	0.000000		86.195798	Inf
108.090000	43.569276	1.880948	1277.945883	1277.945883	0.963846	-62.396877	0.000000		86.240199	Inf
108.590000	43.741005	1.888362	1278.097802	1278.097802	1.302494	-62.379878	0.000000		86.257960	Inf
109.090000	43.741005	1.888362	1278.249721	1278.249721	1.536943	-62.388378	0.000000		86.293481	Inf
109.590000	43.869801	1.893923	1277.945883	1277.945883	1.502210	-62.375629	0.000000		86.337882	Inf
110.090000	43.955666	1.897629	1278.325681	1278.325681	0.976871	-62.375629	0.000000		86.364522	Inf
110.590000	44.127395	1.905043	1278.249721	1278.249721	0.612172	-62.375629	0.000000		86.373403	Inf
111.090000	44.213259	1.908750	1278.021843	1278.021843	0.481923	-62.375629	0.000000		86.400043	Inf
111.590000	44.342056	1.914310	1278.249721	1278.249721	0.920429	-62.388378	0.000000		86.426684	Inf
112.090000	44.427921	1.918017	1278.173762	1278.173762	1.319861	-62.384128	0.000000		86.471085	Inf
112.590000	44.513785	1.921724	1278.021843	1278.021843	1.610751	-62.426624	0.000000		86.515486	Inf
113.090000	44.685514	1.929138	1278.249721	1278.249721	1.267761	-62.384128	0.000000		86.524366	Inf
113.590000	44.814311	1.934698	1278.173762	1278.173762	1.984133	-62.379878	0.000000		86.559887	Inf
114.090000	44.857243	1.936552	1278.249721	1278.249721	2.743922	-62.375629	0.000000		86.577648	Inf
114.590000	44.857243	1.936552	1277.945883	1277.945883	2.327123	-62.388378	0.000000		86.622049	Inf
115.090000	44.943107	1.940259	1278.249721	1278.249721	1.984133	-62.430874	0.000000		86.630929	Inf
115.590000	45.071904	1.945819	1278.097802	1278.097802	1.341569	-62.430874	0.000000		86.684211	Inf
116.090000	45.200701	1.951379	1278.173762	1278.173762	2.670114	-62.388378	0.000000		86.701971	Inf
116.590000	45.157769	1.949526	1278.097802	1278.097802	3.668693	-62.384128	0.000000		86.728612	Inf
117.090000	45.415362	1.960647	1278.325681	1278.325681	3.152037	-62.392627	0.000000		86.781893	Inf
117.590000	45.372430	1.958793	1278.097802	1278.097802	2.261999	-62.371379	0.000000		86.799653	Inf
118.090000	45.501227	1.964353	1278.173762	1278.173762	2.179507	-62.375629	0.000000		86.808534	Inf
118.590000	45.501227	1.964353	1278.249721	1278.249721	3.998658	-62.392627	0.000000		86.852935	Inf
119.090000	45.587091	1.968060	1277.869924	1277.869924	4.237449	-62.430874	0.000000		86.897336	Inf
119.590000	45.672956	1.971767	1278.021843	1278.021843	4.063783	-62.430874	0.000000		86.923977	Inf
120.090000	45.715888	1.973621	1278.097802	1278.097802	2.943637	-62.430874	0.000000		86.950617	Inf
120.590000	45.887617	1.981035	1278.021843	1278.021843	2.887196	-62.371379	0.000000		86.977258	Inf
121.090000	45.973481	1.984741	1277.869924	1277.869924	2.644064	-62.388378	0.000000		86.986138	Inf
121.590000	46.059346	1.988448	1277.945883	1277.945883	2.483423	-62.426624	0.000000		87.030539	Inf
122.090000	46.145210	1.992155	1277.945883	1277.945883	2.400931	-62.384128	0.000000		87.074940	Inf
122.590000	46.188143	1.994009	1277.869924	1277.869924	2.383565	-62.396877	0.000000		87.092701	Inf
123.090000	46.188143	1.994009	1277.945883	1277.945883	2.331465	-62.375629	0.000000		87.128222	Inf
123.590000	46.402804	2.003276	1278.021843	1278.021843	2.305415	-62.430874	0.000000		87.154862	Inf
124.090000	46.488668	2.006983	1278.097802	1278.097802	2.921929	-62.384128	0.000000		87.163743	Inf
124.590000	46.574533	2.010690	1277.945883	1277.945883	3.916167	-62.430874	0.000000		87.208144	Inf
125.090000	46.660397	2.014397	1278.249721	1278.249721	4.610830	-62.375629	0.000000		87.243665	Inf
125.590000	46.660397	2.014397	1278.249721	1278.249721	4.081149	-62.375629	0.000000		87.261425	Inf
126.090000	46.746262	2.018103	1278.249721	1278.249721	6.069624	-62.375629	0.000000		87.296946	Inf
126.590000	46.746262	2.018103	1278.021843	1278.021843	6.421298	-62.430874	0.000000		87.323587	Inf
127.090000	46.875058	2.023664	1277.869924	1277.869924	5.279444	-62.426624	0.000000		87.359108	Inf
127.590000	47.003855	2.029224	1278.173762	1278.173762	4.901721	-62.375629	0.000000		87.376868	Inf
128.090000	46.917991	2.025517	1278.173762	1278.173762	4.688980	-62.375629	0.000000		87.412389	Inf
128.590000	47.089720	2.032931	1278.249721	1278.249721	5.444427	-62.388378	0.000000		87.439030	Inf
129.090000	47.089720	2.032931	1277.869924	1277.869924	6.043574	-62.396877	0.000000		87.474551	Inf
129.590000	47.132652	2.034784	1278.021843	1278.021843	5.114462	-62.392627	0.000000		87.501191	Inf
130.090000	47.175584	2.036638	1277.869924	1277.869924	5.040654	-62.392627	0.000000		87.527832	Inf
